discovery	[dɪs'kʌvəri]	otkriće
discredit	[dɪs'krədɪt]	ozloglasiti, srušiti ugled
discrepancy	[dɪs'krəpənsi]	razlika, nesklad
discreet	[dɪs'kri:t]	oprezan, promišljen
discretion	[dɪs'krəʃən]	oprez, obzir
discriminate	[dɪs'krɪmɪneɪt]	praviti razliku
discrimination	[dɪskrɪmɪ'neɪʃən]	diskriminacija, razlikovanje
discuss	[dɪs'kʌs]	raspravljati
discussion	[dɪs'kʌʃən]	rasprava, diskusija
disdain	[dɪs'deɪn]	prezir, omalovažavanje
disdainful	[dɪsdeɪnfəl]	preziran
disease	[dɪ'zi:z]	bolest
disembark	[dɪsɪm'bɑ:k]	istovariti, iskrcati
disengage	[dɪsɪn'geɪdʒ]	odvojiti, rastaviti
disentangle	[dɪsɪn'tæŋgl]	raspetljati, razmrsiti
disfavour	[dɪs'feɪvə(r)]	nenaklonost, nemilost
disfigure	[dɪs'fɪgə(r)]	izobličiti
disgrace	[dɪs'greɪs]	nemilost, beščašće
disgraceful	[dɪs'greɪsful]	sraman
disguise	[dɪs'gaɪz]	maskirati se, prikriti se
 


disgust	[dɪs'gʌst]	gaditi se, odvratnost
disgusting	[dɪs'gʌstɪŋ]	odvratan, gadan
dish	[dɪʃ]	činija, jelo
disharmony	[dɪshɑ:rməni:]	nesklad, nesloga
disheartened	[dɪs'hɑ:rtənd]	razočaran
dishevelled	[dɪ'ʃəvəld]	neuredan, raščupan
dishonest	[dɪs'ɔnɪst]	neposten
dishonour	[dɪs'ɔnə(r)]	sramota, nečasno postupiti
dishwasher	['dɪʃwɔʃə(r)]	mašina za sudove
disillusion	[dɪsɪ'lu:ʒən]	razočarati, razuveriti
disinfect	[dɪsɪn'fəkt]	dezinfikovati, pročistiti
disinfection	[dɪsɪnfekʃən]	dezinfekcija
disintegrate	[dɪs'ɪntɪgreɪt]	raspasti se, rastaviti
disintegration	[dɪsɪntɪgreɪʃən]	raspad, dezintegracija
disjoin	[dɪsdʒɔɪn]	rastaviti
disjunctive	[dɪsdʒʌŋktɪv]	rastavni
disk	[dɪsk]	disk
dislike	[dɪs'laɪk]	ne voleti
dislocate	['dɪsləkeɪt]	iščašiti
dislocation	[dɪsləƱkeɪʃən]	iščašenje, pogoršanje
dislodge	[dɪs'lɔdʒ]	isterati
disloyal	[dɪs'lɔɪəl]	neveran
dismal	['dɪzml]	koban, zlosrećan
dismantle	[dɪs'mæntl]	svući (odeću), raspremiti, razoružati
dismay	[dɪs'meɪ]	očaj, obeshrabriti
dismember	[dɪsmembə(r)]	raskomadati
dismiss	[dɪs'mɪs]	raspustiti, ne uvažiti
dismissal	[dɪs'mɪsl]	otpust, razlaz
dismount	[dɪs'maunt]	sjahati (sa konja)
disobedience	[dɪsə'bi:dɪəns]	neposlušnost
disobedient	[dɪsə'bi:dɪənt]	neposlušan, nepokoran
disobey	[dɪsə'beɪ]	neposlušati, nepokoriti se
disorder	[dɪs'ɔ:də(r)]	nered, zbrka
disorderly	[dɪs'ɔ:dəli]	neuredan, nepravilan
disorientate	[dɪsɔ:ri:enteɪt]	smutiti, smesti
disown	[dɪs'əun]	odreći se čega
disparaging	[dɪs'pærɪdʒɪŋ]	uvredljiv, pogrdan
disparate	['dɪspərɪt]	nespojiv, različit
dispatch	[dɪs'pætʃ]	odaslati, poslati
dispel	[dɪs'pəl]	rasterati
dispense	[dɪs'pəns]	deliti, pružati
 


dispensable	[dɪspensəbəl]	nebitan, bez čega se može
dispensary	[dɪs'pənsəri]	ambulanta
disperse	[dɪs'pɜ:s]	raspršiti, razasuti
dispersion	[dɪspɜ:(r)ʒən]	rasipanje, disperzija
dispirit	[dɪspɪrɪt]	obeshrabriti, deprimirati
dispirited	[dɪ'spɪrɪtɪd]	obeshrabren, potišten
displace	[dɪs'pleɪs]	premestiti, istisnuti
displacement	[dɪs'pleɪsmənt]	istiskivanje, premeštaj
display	[dɪs'pleɪ]	prikazati, otkriti
displease	[dɪs'pli:z]	naljutiti, ne militi se, biti neprijatan
displeasing	[dɪspli:zɪŋ]	nedopadljiv, neugodan
displeasure	[dɪs'pləʒə(r)]	neugodnost, negodovanje
disposable	[dɪs'pəuzəbl]	na raspolaganju
disposal	[dɪs'pəuzl]	raspolaganje
dispose	[dɪspəƱz]	raspolagati, urediti
disposition	[dɪspə'zɪʃən]	sklonost, raspored, odredba
dispossess	['dɪspə'zəs]	lišiti, oduzeti
dispossession	[dɪspɑ:sesaɪɑ:n]	lišenje
disproportion	[dɪsprəpɔ:(r)ʃən]	nesrazmer, nesklad
disproportionate	[dɪsprə'pɔ:ʃənət]	nesrazmeran
disprove	[dɪs'pru:v]	opovrgnuti, pobiti (tvrdnju)
disputable	[dɪspju:təbəl]	sporan
dispute	[dɪs'pju:t]	prepirka, prepirati se
disqualification	[dɪskwɔlɪfɪ'keɪʃən]	isključenje, diskvalifikacija
disqualify	[dɪs'kwɔlɪfaɪ]	isključiti, onesposobiti
disregard	[dɪsrɪ'gɑ:d]	prezir, potcenjivanje
disrepair	['dɪsrɪ'pɛə(r)]	zapuštenost, loše stanje
disreputable	[dɪs'rəpjutəbl]	zloglasan, prljav
disrepute	['dɪsrɪ'pju:t]	zao glas, ozloglašenost
disrespect	[dɪsrɪspekt]	ne poštovati, neučtivo se ponašati
disrobe	[dɪsrəƱb]	svući (odeću)
disrupt	[dɪs'rʌpt]	omesti, razbiti
disruption	[dɪs'rʌpʃən]	prelom, prekid
disruptive	[dɪs'rʌptɪv]	koji ometa, prekida
dissatisfaction	[dɪssætɪs'fækʃən]	nezadovoljstvo
dissatisfied	[dɪs'sætɪsfaɪd]	nezadovoljan
dissect	[dɪ'səkt]	raseći, secirati
dissection	[dɪsekʃən]	seciranje
disseminate	[dɪ'səmɪneɪt]	rasejati, širiti
dissention	[dɪsenʃən]	nesloga
dissent	[dɪ'sənt]	neslagati se, imati drugačije mišljenje
 


dissertation	[dɪsə'teɪʃən]	rasprava
dissever	[dɪsevə(r)]	raskinuti, preseći
dissident	['dɪsɪdnt]	otpadnik
dissimilar	[dɪ'sɪmɪlə(r)]	nejednak
dissimilarity	[dɪsɪməlærɪti:]	razlika, nejednakost, nesličnost
dissipate	['dɪsɪpeɪt]	rasipati, raspršiti
dissipation	[dɪsəpeɪʃən]	rasipništvo, raskalašnost
dissociate	[dɪ'səuʃɪeɪt]	rastaviti, odeliti
dissociation	[dɪsəƱsi:eɪʃən]	odvajanje, rastavljanje
dissolution	[dɪsə'lu:ʃən]	rastvor, otopina
dissolve	[dɪ'zɔlv]	rastopiti, rastvoriti
dissonance	[dɪsənəns]	nesklad, neslaganje
dissonant	[dɪsənənt]	neskladan, nesložan
dissuade	[dɪ'sweɪd]	odvratiti (od namere)
dissuasion	[dɪsweɪʒən]	odvraćanje
dissuasive	[dɪsweɪsɪv]	koji odvraća, koji odbija
distance	['dɪstns]	udaljenost, razmak
distant	['dɪstnt]	udaljen, dalek
distaste	[dɪs'teɪst]	gađenje, gnušanje
distasteful	[dɪs'teɪstful]	gnusan, odvratan
distend	[dɪs'tənd]	rastegnuti, naduti se
distension	[dɪstenʃən]	oteklina, naduvenost
distil	[dɪs'tɪl]	destilirati, procediti
distillation	[dɪstəleɪʃən]	destilacija
distillery	[dɪs'tɪləri]	destilerija, pecara (za rakiju)
distinct	[dɪs'tɪŋkt]	određen, poseban, jasan
distinction	[dɪs'tɪŋkʃən]	razlika, osobina
distinctive	[dɪs'tɪŋktɪv]	izrazit, naročit
distinguish	[dɪs'tɪŋgwɪʃ]	razlikovati, razabrati, istaći
distort	[dɪs'tɔ:t]	izobličiti, iskriviti
distorted	[dɪstɔ:(r)təd]	iskrivljen, izopačen
distortion	[dɪs'tɔ:ʃən]	krivljenje
distract	[dɪs'trækt]	odvratiti (pažnju)
distracted	[dɪs'træktɪd]	zamišljen, zbunjen, rastresen
distraction	[dɪs'trækʃən]	rasejanost
distraught	[dɪs'trɔ:t]	smućen, zbunjen
distress	[dɪs'trəs]	patnja, nevolja
distressful	[dɪstresfəl]	tužan, jadan
distressing	[dɪs'trəsɪŋ]	bolan, mučan
distribute	[dɪs'trɪbju:t]	razdeliti, rasporediti
distribution	[dɪstrɪ'bju:ʃən]	razdeljivanje, podela
 


distributor	[dɪs'trɪbjutə(r)]	nabavljač, prodavac
district	['dɪstrɪkt]	okrug, pokrajina
distrust	[dɪs'trʌst]	nepoverenje, sumnja
distrustful	[dɪs'trʌstful]	nepoverljiv
disturb	[dɪs'tɜ:b]	uznemiriti, poremetiti
disturbance	[dɪs'tɜ:bəns]	smetnja, metež
disturbing	[dɪs'tɜ:bɪŋ]	uznemirujući
disunion	[dɪsju:njən]	nesloga
disused	[dɪs'ju:zd]	zastareo
ditch	[dɪtʃ]	jarak
dither	['dɪðə(r)]	drhtati
dive	[daɪv]	roniti, zadubiti se
diver	['daɪvə(r)]	ronilac
divergence	[dɪvɜ:(r)dʒəns]	razilaženje, razlika
diverse	[daɪ'vɜ:s]	različit
diversify	[daɪ'vɜ:sɪfaɪ]	razgranati, proširiti asortiman
diversion	[daɪ'vɜ:ʃən]	diverzija, odvraćanje
diversity	[daɪ'vɜ:sɪti]	raznolikost
divert	[daɪ'vɜ:t]	odvratiti, skrenuti (pažnju)
diverting	[dɪvɜ:(r)tɪŋ]	zabavan, zanimljiv
divest	[daɪ'vəst]	svući, osloboditi
divide	[dɪ'vaɪd]	podeliti, rastaviti
divination	[dɪvəneɪʃən]	proricanje, gatanje
divine	[dɪ'vaɪn]	božanstven, božiji
divinity	[dɪ'vɪnɪti]	božanstvo
divisible	[dɪ'vɪzəbl]	deljiv (broj)
division	[dɪ'vɪʒən]	deljenje, deo
divorce	dɪ'vɔ:s]	razvesti se, razvod braka
divorcee	[dɪvɔ:'si:]	raspuštenica (žena razvedena)
divorcement	[dɪvɔ:(r)smənt]	razvod (braka)
dizziness	['dɪzɪnɪs]	vrtoglavica
dizzy	['dɪzi]	omamiti
do	[du:]	činiti, raditi
docile	['dəusaɪl]	poslušan, miran
dock	[dɑ:k]	dok, pristanište
docker	['dɔkə(r)]	lučki radnik
dockyard	['dɔkjɑ:d]	brodogradilište
doctor	['dɔktə(r)]	doctor, lekar
doctorate	['dɔktərɪt]	doktorat (zvanje)
doctrine	['dɔktrɪn]	doktrina, učenje, principi
document	[ 'dɔkjumənt]	dokument
 


documentary	[dɔkju'məntəri]	dokumentarni (film)
documentation	[dɔkjumən'teɪʃən]	dokumentacija, dokumenti
dodge	[dɑ:dʒ]	izmaći se (u stranu)
dodger	[dɑ:dʒə(r)]	koji ne plaća (takse), varalica
doer	[du:ə(r)]	onaj koji radi, činilac
dog	[dɔ:g]	pas, slediti (tragom)
dogma	['dɔgmə]	dogma, tvrdokorno, zastarelo učenje
dogmatic	[dɔg'mætɪk]	dogmatski, nekritičan
dog rose	[dɔ:grəƱz]	šipak (biljka)
doleful	['dəulful]	tužan
doll	[dɑ:l]	lutka
dollar	['dɔlə(r)]	dolar (novac)
dolor	[dəƱlə(r)]	muka, jad
dolorous	[dəƱlɜ:rəs]	bolan, tužan
dolour	[dəƱlə(r)]	muka, jad
dolphin	['dɔlfɪn]	delfin
domain	[də'meɪn]	područje, oblast
dome	[dəƱm]	kupola
domestic	[də'məstɪk]	domaći, pitom
domesticate	[dəmestɪkeɪt]	pripitomiti, odomaćiti
domestication	[dəmestɪkeɪʃən]	pripitomljavanje
dominance	[dɑ:mənəns]	prevlast, premoć
dominant	['dɔmɪnənt]	pretežan, glavni
dominate	['dɔmɪneɪt]	dominirati, preovlađivati
domination	[dɔmɪ'neɪʃən]	prevlast, dominacija
dominion	[də'mɪnɪən]	vladavina, područje, vlasništvo
domino	['dɔmɪnəu]	domine (igra)
donate	[də'neɪt]	darovati, pokloniti
donation	[də'neɪʃən]	donacija, poklon
donator	[dəƱneɪtə(r)]	donator, darodavac
donkey	['dɔŋki]	magarac
donor	['dəunə(r)]	darovalac
doodle	['du:dl]	žvrljotina, črčkarija (besmislen crtež)
doom	[du:m]	sudbina
doomsday	['du:mzdeɪ]	sudnji dan (biblija)
door	[dɔ:(r)]	vrata
doorbell	['dɔ:bəl]	zvonce (ulazno)
doorway	['dɔ:weɪ]	ulaz
dope	[dəƱp]	opijum, droga, glupan
dormant	['dɔ:mənt]	neaktivan, uspavan
 


dormitory	['dɔ:mɪtri]	spavaonica
dosage	['dəusɪdʒ]	doziranje
dose	dəƱs]	doza, količina
dot	dɑ:t]	mrlja, tačka
dotty	['dɔti]	lud, luckast, tačkast
double	['dʌbl]	dupli, dvostruk
doubt	[daƱt]	sumnjati, sumnja, strah
doubtful	['dautful]	nesiguran, neodlučan
doubtless	['dautlɪs]	verovatno, bez sumnje
dough	[dəƱ]	testo
doughnut	['dəunʌt]	uštipak
dour	[dƱr]	strog, nepopustljiv
dove	[dʌv]	golubica, grlica
dowager	['dauədʒə(r)]	udovica
dowdy	['daudi]	neuredan, prljav, drolja
down	[daƱn]	dole
downcast	['daunkɑ:st]	oboren (pogled), potišten
downfall	['daunfɔ:l]	pljusak
downhill	['daun'hɪl]	nizbrdo, naniže
downpour	['daunpɔ:(r)]	pljusak
downstairs	['daun'stɛəz]	niza stepenice, u prizemlju
downtown	['daun'taun]	u poslovnom centru grada
downward	['daunwəd]	dole, niz
dowry	['dauri]	miraz (devojački)
doze	[dəƱz]	dremati
dozen	['dʌzn]	tuce (12 komada)
drab	[dræb]	prostitutka, devojčura
draft	[dræft]	crtež, skica, vučenje
drag	[dræg]	vući, tegliti
dragon	['drægn]	zmaj, aždaja
dragoon	[drə'gu:n]	nagovoriti, vojnik (konjanik)
drain	[dreɪn]	isušiti, drenirati
drainage	['dreɪnɪdʒ]	isušivanje, drenaža
drake	[dreɪk]	patak
dramatic	[drə'mætɪk]	žestok, dramatičan
drape	[dreɪp]	ogrnuti plaštem, prekriti
draper	[dreɪpə(r)]	suknar, trgovac platnom
drapes	[dreɪps]	teške zavese
drastic	['dræstɪk]	žestok, drastičan
draught	drɑ:ft]	promaja, vučenje, skica
draw	[drɔ:]	vući, crtati
 


drawback	['drɔ:bæk]	smetnja
drawbridge	['drɔ:brɪdʒ]	pomični most
drawer	[drɔ:ə(r)]	fioka
drawers	[drɔ:ɜ:(r)z]	gaće (odeća)
drawing	['drɔ:ɪŋ]	crtež
drawl	[drɔ:l]	otezati (govor)
dread	[dred]	plašiti se
dreadful	['drədful]	strašan
dreadnought	[drednɔ:t]	bojni brod, čvrsto platno
dream	[dri:m]	san, sanjati
dreamer	['dri:mə(r)]	sanjalica, zanesenjak
dreary	['drɪəri]	turoban, pust
dregs	[dregz]	ostaci, otpad
drench	[drentʃ]	umočiti, promočiti
dress	[dres]	obući, začiniti, urediti, haljina
dresser	['drəsə(r)]	komoda sa fiokama
dressing gown	['drəsɪŋgaƱn]	koćna haljina
dressmaker	['drəsmeɪkə(r)]	krojačica
drib	[drɪb]	mala količina, mrvica
dribble	['drɪbl]	kapati (tečnost), driblati (fudbal)
dried	[draɪd]	osušen, suvi
drier	['draɪə(r)]	sušilica
drift	[drɪft]	nanos, struja, terati
drill	[drɪl]	svrdlo, bašilica, vežbati (vojska)
drink	[drɪŋk]	piti
drinkable	['drɪŋkəbl]	pitka, pijaća (voda)
drinker	['drɪŋkə(r)]	pijanac
drip	[drɪp]	kapati, curiti
dripping	['drɪpɪŋ]	prokisao, mokar
drive	[draɪv]	voziti, terati
drivel	['drɪvl]	blebetati
driver	['draɪvə(r)]	vozač, gonič
driving licence	['draɪvɪŋ 'laɪsns]	vozačka dozvola
drizzle	'drɪzl]	kišica, rominjati
drone	[drəƱn]	bespilotna letelica, zujati, brujati, trut
drool	[dru:l]	gledati sa užitkom, sliniti
droop	[dru:p]	klonuti, pokunjiti se
drooping	[dru:pɪŋ]	klonuo, izmožden
drop	[drɑ:p]	kap, kapati, ispustiti (iz ruke), oboriti
droplet	['drɔplɪt]	kapljica
droppings	['drɔpɪŋz]	otpaci
 


drought	[draƱt]	suša (bez kiše)
droughty	[draƱti:]	suv, bez kiše
drown	[draƱn]	utopiti se
drowse	[draƱz]	dremati
drowsy	['drauzi]	pospan
drowsily	[drəƱzəli]	pospano
drub	[drʌb]	udarac, tući
drudge	[drʌdʒ]	mučiti se, raditi težak posao
drudgery	['drʌdʒəri]	naporan posao
drug	[drʌg]	droga, lek
drug addict	['drʌg'ædɪkt]	ovisnik od droga
druggist	['drʌgɪst]	apotekar
drug-store	[drʌgstɔ:(r)]	apoteka
drum	[drʌm]	bubanj, bubnjati
drumbeat	[drʌmbi:t]	ritam bubnja, bubnjanje
drummer	['drʌmə(r)]	bubnjar
drunk	[drʌŋk]	pijan
drunkard	[drʌŋkɜ:(r)d]	pijanac
drunken	['drʌŋkən]	pijan
dry	[draɪ]	suv, osušiti
dry-clean	[draɪkli:n]	hemijsko čišćenje
dryness	['draɪnɪs]	suvoća
dual	['djuəl]	dvostruk, dvojni
dub	[dʌb]	šeprtlja, lokva
dubious	['dju:bɪəs]	nepouzdan, neodlučan
duchess	['dʌtʃɪs]	vojvotkinja
duck	[dʌk]	patka, sagnuti se (glavom)
duckling	['dʌklɪŋ]	patkica, pače
dude	[du:d]	čovek, tip, faca
dudgeon	[dʌdʒən]	uvređen, besan
due	[du:]	dužan, obavezan, pravi
duel	['djuəl]	dvoboj
duke	[du:k]	vojvoda
dull	[dʌl]	glup, tup, lenj
dullness	[dʌlnɪs]	tupost, glupost
dumb	[dʌm]	nem (bez glasa), zaostao
dumbfound	[dʌmfaƱnd]	zabezeknuti
dumbstruck	[dʌmstrʌk]	zapanjen, zabezeknut
dummy	['dʌmi]	glupan
dump	[dʌmp]	smetlište, deponija
 


dun	[dʌn]	sivobraon, zagasit
dunce	[dʌns]	glupan, tikvan
dune	[du:n]	peščana dina
dung	[dʌŋ]	đubre
dungeon	['dʌndʒən]	tamnica
dunghill	[dʌŋhɪl]	đubrište, hrpa đubreta
dunk	[dʌŋk]	umočiti
dupe	[du:p]	naivko, budala, varati
duplicate	[noun 'dju:plɪkət;adj 'dju:plɪkeɪt]	kopija, duplikat, kopirati
duplication	[du:plɪkeɪʃən]	umnožavanje, kopiranje
durable	['djuərəbl]	trajan, postojan
duration	[djuə'reɪʃən]	trajanje
during	['djuərɪŋ]	za vreme
dusk	[dʌsk]	sumrak, tama
dusky	['dʌski]	zagasit, taman, tmuran
dust	[dʌst]	prašina
dustbin	['dʌstbɪn]	kanta za smeće
dusty	['dʌsti]	prašnjav
dutiful	['dju:tɪful]	poslušan, pokoran
duty	['dju:ti]	dužnost, obaveza, carina
duty-free	['dju:tɪ'fri:]	slobodan od carine
dwarf	[dwɔ:(r)f]	patuljak
dwarfish	[dwɔ:(r)fɪʃ]	patuljast
dwell	[dwel]	prebivati, boraviti
dwelling	['dwəlɪŋ]	prebivalište, boravak
dwindle	['dwɪndl]	iščezavati, nestajati
dye	[daɪ]	boja (sredstvo za bojenje), bojiti
dying	['daɪɪŋ]	na samrti, umiranje
dynamic	[daɪ'næmɪk]	žustar, pokretljiv, dinamičan
dynamite	['daɪnəmaɪt]	dinamit
dynamo	['daɪnəməu]	dinamo, generator (struje)
dynastic	[daɪnæstɪk]	dinastički
dynasty	['dɪnəsti]	dinastija
each	[i:tʃ]	svaki
eager	['i:gə(r)]	žudan, žestok
eagle	['i:gl]	orao
ear	[ɪr]	uvo
earl	[ɜ:(r)l]	grof
earldom	[ɜ:(r)ldəm]	grofovija
early	['ɜ:li]	rano, početni
earn	[ɜ:(r)n]	zaraditi
 


earnest	['ɜ:nɪst]	zbilja, zaista, ozbiljan
ear-piece	[ɪrpɪrsɪŋ]	slušalica
earshot	['ɪəʃɔt]	domašaj zvuka (glasa)
earth	[ɜ:(r)θ]	Zemlja, zemlja, tlo
earthen	[ɜ:(r)θən]	zemljan, glinen
earthenware	['ɜ:θnwɛə(r)]	grnčarija, zemljano posuđe
earthing	[ɜ:(r)θɪŋ]	uzemljenje (struja)
earthquake	['ɜ:θkweɪk]	zemljotres
earthwork	[ɜ:(r)θwɜ:(r)k]	zemljani nasip
earthworm	[ɜ:(r)θwɜ:(r)k]	glista
ease	[i:z]	udobnost, dokolica
easel	['i:zl]	slikarski stalak
easiness	['i:zɪnɪs]	lakoća, neusiljenost
east	[i:st]	istok, istočno
Easter	['i:stə(r)]	Uskrs
eastern	['i:stən]	istočni
easy	['i:zi]	lagan, polako
eat	[i:t]	jesti
eatable	['i:təbl]	jestivo
eaves	[i:vz]	streha
eavesdrop	['i:vzdrɔp]	prisluškivati
ebb	[eb]	oseka (na moru)
ebb-tide	[ebtaɪd]	oseka
ebony	['əbəni]	ebonovina (drvo)
ebullient	[ɪ'bʌlɪənt]	uzavreo, uzburkan
eccentric	[ɪk'səntrɪk]	čudan, neobičan
ecclesiastic	[ɪkli:zi:æstɪk]	duhovnik
echo	['əkəu]	odjek, jeka
eclipse	[ɪ'klɪps]	pomračenje
economic	[i:kə'nɔmɪk]	ekonomski
economical	[i:kə'nɔmɪkl]	štedljiv
economize	[ɪ'kɔnəmaɪz]	štedljivo raspolagati
ecstasy	['əkstəsi]	zanos
ecstatic	[əks'tætɪk]	zanesen, oduševljen
eddy	['ədi]	vrtlog, vir
Eden	[i:dn]	Raj
edge	[edʒ]	brid, ivica
edgy	['ədʒi]	uglast, nezaobljen
edible	['ədɪbl]	jestiv
edict	['i:dɪkt]	proglas, objava
edifice	['ədɪfɪs]	zgrada, građevina
edit	['ədɪt]	uređivati (knjigu), izdati
 


edition	[ɪ'dɪʃən]	izdanje
editor	['ədɪtə(r)]	urednik, izdavač
editorial	[ədɪ'tɔ:rɪəl]	urednički
educate	['ədjukeɪt]	odgajati, školovati
education	[ədju'keɪʃən]	obrazovanje
educational	[ədju'keɪʃənl]	obrazovni
educative	[ɪdu:kətɪv]	nastavni, odgojni
educator	[edʒəkeɪtə(r)]	odgajatelj, pedagog
eel	[i:l]	jegulja
eerie	['ɪərɪ]	jezovit, tajanstven
efface	[ɪ'feɪs]	izbrisati, uništiti
effect	[ɪ'fəkt]	posledica, učinak
effective	[ɪ'fəktɪv]	delotvoran, koristan
effeminate	[ɪ'fəmɪnɪt]	mekušan
effervescent	[əfə'vəsnt]	penušav, uskipteo
efficacious	[efɪkeɪʃəs]	delotvoran
efficacy	['əfɪkəsi]	efikasnost, delotvornost
efficiency	[ɪ'fɪʃənsi]	efikasnost
efficient	[ɪ'fɪʃənt]	delotvoran
effigy	['əfɪdʒi]	lik, prilika
effluence	[eflu:əns]	izliv, isticanje
efflux	[eflʌks]	isticanje (tečnost)
effort	['əfət]	napor, trud
effortless	['əfətlɪs]	lak, nenaporan
egg	[eg]	jaje
egotist	[i:gətɪst]	samoljubiv čovek, egoista
eiderdown	['aɪdədaun]	paperje, pahulje
eight	[eɪt]	osam
eighteen	[eɪ'ti:n]	osamnaest
eighteenth	[eɪ'ti:nθ]	osamnaesti
eighth	[eɪtθ]	osmi
eightieth	[eɪti:ɪθ]	osamdeseti
eighty	['eɪti]	osamdeset
either	['aɪðə(r)]	kako god, ili…ili
ejaculate	[ɪdʒækjəleɪt]	izbaciti
eject	[ɪ'dʒəkt]	izbaciti
elaborate	[adj ɪ'læbərɪt;verb ɪ'læbəreɪt]	pomno smišljen
elapse	[ɪ'læps]	prolaziti, proći
elastic	[ɪ'læstɪk]	elastičan, gibak
elasticity	[ɪlæs'tɪsɪti]	elastičnost
elation	[ɪ'leɪʃən]	oduševljenje
 


elbow	['əlbəu]	lakat
elder	['əldə(r)]	stariji, zova (drvo)
elderly	['əldəli]	star, stariji
elect	[ɪ'ləkt]	birati
election	[ɪ'ləkʃən]	izbor
elective	[ɪlektɪv]	izborni
elector	[ɪ'ləktə(r)]	glasač, birač
electoral	[ɪ'ləktərəl]	izborni
electric	[ɪ'ləktrɪk]	električni
electrical	[ɪ'ləktrɪkl]	električni
electrician	[ɪlək'trɪʃən]	električar
electricity	[ɪlək'trɪsɪti]	elektricitet
electrification	[ɪlektrəfɪkeɪʃən]	elektrifikacija
electrify	[ɪ'ləktrɪfaɪ]	naelektrisati, elektrifikovat
electrocute	[ɪ'ləktrəkju:t]	pogubiti na el. stolici
electrocution	[ɪlektrɑ:kju:ʃən]	smaknuće na el. stolici
electrode	[ɪ'ləktrəud]	elektroda
electrolysis	[ɪlək'trɔlɪsɪs]	elektroliza
electrolyte	[ɪlektrəlaɪt]	elektrolit
electron	[ɪ'ləktrɔn]	elektron
electronic	[ɪlək'trɔnɪk]	elektronički
electronics	[ɪlək'trɔnɪks]	elektronika
electroplate	[ɪlektrəpleɪt]	galvanizovati (metal)
elegance	['əlɪgəns]	elegancija
elegant	['eləgənt]	elegantan
elegy	[elədʒi:]	tužna pesma
element	['əlɪmənt]	element
elementary	[əlɪ'məntəri]	osnovni, početni
elephant	['əlɪfənt]	slon
elevate	['əlɪveɪt]	podići
elevation	[əlɪ'veɪʃən]	podizanje
elevator	['əlɪveɪtə(r)]	lift, dizalica
eleven	[ɪ'ləvn]	jedanaest
elevenses	[ɪ'ləvnzɪz]	užina, pauza na poslu
eleventh	[ɪ'ləvnθ]	jedanaesti
elf	[elf]	vila, đavolak
elfish	[elfɪʃ]	pakostan, zloban
elicit	[ɪ'lɪsɪt]	izmamiti, prouzrokovati
eligible	['əlɪdʒəbl]	biti kandidat
eliminate	[ɪ'lɪmɪneɪt]	ukloniti
elimination	[ɪlɪmɪ'neɪʃən]	ukinuće, izbacivanje
elite	[ɪli:t]	elita, ono najbolje
 


elixir	[ɪ'lɪksə(r)]	čarobni napitak
elk	[elk]	jelen los
ellipse	[ɪ'lɪps]	elipsa
elliptic	[ɪlɪptɪk]	eliptičan, izdužen
elm	[elm]	brest (drvo)
elocution	[ələ'kju:ʃən]	govornička vestina
elongate	[ɪlɔ:ŋgeɪt]	produljiti, izdužiti
elongation	[ɪlɔ:ŋgeɪʃən]	produženje
elope	[ɪ'ləup]	zajedno pobeći (muško I žensko)
eloquence	['ələkwəns]	snaga izražavanja
eloquent	['ələkwənt]	spretan u govorenju
else	[els]	drugi, nesto drugo
elsewhere	[əls'wɛə(r)]	negde drugde
elucidate	[ɪ'lu:sɪdeɪt]	rasvetliti, objasniti
elude	[ɪ'lu:d]	izbeći, prevariti
elusion	[ɪlu:ʃən]	izbegavanje, izgovor
elusive	[ɪ'lu:sɪv]	varav, koji izmiče
elusory	[elu:zɜ:ri:]	varljiv, sumnjiv
emaciate	[ɪmeɪʃi:eɪt]	oslabiti, istrošiti
emanate	['əməneɪt]	izbijati, zračiti
emanation	[eməneɪʃən]	izbijanje, zračenje
emancipate	[ɪ'mænsɪpeɪt]	osloboditi, izjednačiti
emancipation	[ɪmænsɪ'peɪʃən]	izjednačavanje (u pravima)
emasculate	[ɪ'mæskjuleɪt]	oslabiti, onesposobiti, uštrojiti
embalm	[ɪm'bɑ:m]	balzamovati
embank	[ɪmbæŋk]	zajaziti (vodu) nasipom
embankment	[ɪm'bæŋkmənt]	nasip
embargo	[ɪm'bɑ:gəu]	zabrana, embargo
embark	[ɪm'bɑ:k]	ukrcati
embarrass	[ɪm'bærəs]	zbuniti, dovesti u nepriliku
embarrassing	[ɪm'bærəsɪŋ]	koji zbunjuje, ometa
embarrassment	[ɪm'bærəsmənt]	smetnja, neprilika
embassy	['əmbəsi]	ambasada
embed	[ɪmbed]	položiti, poleci
embellish	[ɪm'bəlɪʃ]	ulepšati
embellishment	[ɪmbelɪʃmənt]	ukras
ember	[embə(r)]	ugarak, žar
embezzle	[ɪm'bəzl]	utajiti, proneveriti
embezzlement	[ɪm'bəzlmənt]	utaja, pronevera
embezzler	[ɪm'bəzlə(r)]	proneveritelj
embitter	[ɪm'bɪtə(r)]	pogoršati, zagorčati
emblem	['əmbləm]	amblem, obeležje
 


